Año,Departamento,Institución,Matrícula_Inicial,Matrícula_Final,Tasa_Deserción,Causa_Probable,Estrato_Promedio,Distancia_Promedio_Km
2021,Guaviare,"Nunez, Boyd and Scott Rural",61,58,0.035,Acceso,1.0,2.92
2023,Casanare,Green and Sons Rural,137,126,0.073,Acceso,2.3,0.25
2023,Amazonas,Cunningham Ltd Rural,52,45,0.121,Trabajo infantil,1.2,4.43
2021,Putumayo,Bradley PLC Rural,221,194,0.121,Acceso,1.7,2.18
2020,Cauca,"Davis, Cervantes and Adams Rural",190,168,0.113,Migración,2.1,8.74
2023,La Guajira,Ross Inc Rural,170,141,0.169,Trabajo infantil,2.3,4.99
2021,Amazonas,"Rojas, Lutz and Knight Rural",205,179,0.123,Económica,1.3,2.67
2020,Guaviare,Jarvis-Green Rural,239,199,0.167,Acceso,1.3,15.84
2020,Chocó,Walker Inc Rural,89,69,0.214,Acceso,1.5,1.25
2021,Amazonas,Weiss-Martin Rural,278,237,0.144,Otro,1.3,4.91
2020,Guaviare,"Rodriguez, Peters and Singleton Rural",214,206,0.036,Económica,1.6,0.31
2022,Meta,"Wood, Farrell and Smith Rural",63,55,0.115,Otro,1.0,4.64
2023,Nariño,"Harmon, Bowman and Rivers Rural",287,256,0.107,Migración,1.6,1.29
2021,Nariño,Gutierrez Group Rural,73,59,0.179,Económica,1.6,5.49
2020,Putumayo,"Montgomery, Miller and Gray Rural",260,235,0.094,Migración,2.0,0.89
2020,Nariño,Johnson-Nguyen Rural,295,277,0.06,Económica,2.2,1.02
2021,La Guajira,Salazar-Mann Rural,61,56,0.076,Acceso,1.8,0.26
2022,Putumayo,Howard-Williams Rural,193,185,0.037,Migración,1.9,2.54
2024,Casanare,"Fox, Johnson and Stone Rural",290,290,0.0,Acceso,1.2,2.41
2021,Cauca,Johnson-Matthews Rural,141,112,0.203,Trabajo infantil,1.3,9.14
2023,Putumayo,"Ramirez, Perez and Weber Rural",53,47,0.101,Acceso,1.3,0.32
2021,Cauca,"Robinson, Hampton and Mosley Rural",218,209,0.041,Trabajo infantil,2.0,0.37
2022,Amazonas,"Callahan, Rodriguez and Hernandez Rural",67,54,0.185,Migración,1.6,10.52
2024,Meta,Kim-Gordon Rural,76,61,0.195,Otro,2.2,4.08
2024,La Guajira,"Maldonado, Washington and Villarreal Rural",114,101,0.109,Económica,1.9,5.19
2023,La Guajira,Bryant Inc Rural,135,130,0.033,Migración,2.0,0.23
2022,Meta,Black PLC Rural,67,61,0.077,Trabajo infantil,1.0,0.93
2024,Meta,Hernandez-Thomas Rural,147,133,0.089,Otro,2.0,0.68
2021,Guaviare,Contreras-Rodriguez Rural,200,179,0.103,Económica,1.3,1.41
2024,Cauca,Ward-Smith Rural,129,122,0.047,Migración,2.1,2.22
2021,Cauca,Wolfe-Jones Rural,65,55,0.149,Migración,1.6,0.4
2022,Nariño,Crawford PLC Rural,88,88,0.0,Acceso,1.3,0.02
2020,Nariño,Reyes-Johnson Rural,286,240,0.158,Otro,2.5,2.64
2023,Putumayo,Gray-Mora Rural,84,69,0.169,Trabajo infantil,1.5,3.36
2020,Guaviare,Robinson-Sandoval Rural,252,231,0.082,Acceso,2.0,2.04
2022,Amazonas,Mcneil LLC Rural,108,97,0.097,Trabajo infantil,1.5,0.97
2021,Guaviare,Jones and Sons Rural,63,51,0.177,Migración,2.2,1.89
2021,Casanare,"Nixon, Morales and English Rural",183,158,0.133,Trabajo infantil,1.3,2.5
2020,Cauca,Smith-Andrade Rural,272,249,0.084,Acceso,1.1,0.99
2021,Amazonas,"Walker, Curry and Miller Rural",212,193,0.089,Migración,2.4,7.99
2021,Cauca,"Hopkins, Mann and Zamora Rural",94,82,0.126,Otro,1.8,3.22
2021,Nariño,Morales-Valencia Rural,179,143,0.197,Económica,1.6,12.78
2023,Chocó,Hicks-Davidson Rural,92,83,0.091,Migración,1.4,2.15
2021,Nariño,Carey Group Rural,127,116,0.082,Trabajo infantil,1.9,7.63
2021,Chocó,Scott-Small Rural,270,242,0.102,Acceso,1.1,1.27
2022,Casanare,Mcguire-Mcguire Rural,146,130,0.103,Migración,1.7,2.55
2023,Guaviare,"Brown, Jones and Sheppard Rural",206,182,0.116,Acceso,2.1,1.0
2023,Amazonas,Reeves PLC Rural,245,221,0.097,Acceso,1.6,8.03
2020,Chocó,Hughes and Sons Rural,202,169,0.161,Otro,1.2,2.72
2021,Chocó,Hall Group Rural,147,138,0.056,Acceso,1.5,4.32
2022,Casanare,"Travis, Turner and Owens Rural",193,169,0.122,Otro,1.7,10.07
2022,La Guajira,Scott Ltd Rural,233,204,0.124,Acceso,1.3,0.31
2021,Amazonas,"Collins, Holland and Dickerson Rural",53,49,0.06,Otro,2.1,2.69
2022,Meta,Bridges Inc Rural,153,134,0.121,Acceso,2.4,3.98
2022,Casanare,"Guzman, Suarez and Irwin Rural",175,153,0.125,Trabajo infantil,2.0,28.31
2024,Cauca,Hall-Pace Rural,154,154,0.0,Económica,2.5,0.73
2020,Casanare,Clark LLC Rural,288,273,0.052,Otro,1.2,0.71
2023,Chocó,Acosta LLC Rural,247,202,0.181,Trabajo infantil,1.8,0.86
2023,Putumayo,Hart PLC Rural,228,211,0.071,Económica,2.0,5.53
2023,Nariño,Thompson-Patel Rural,112,107,0.041,Acceso,1.1,3.31
2022,Amazonas,"Kelley, Gomez and Brown Rural",228,226,0.008,Migración,1.4,4.5
2023,La Guajira,"Rich, Bowers and Garrison Rural",115,109,0.047,Migración,1.9,4.29
2021,Amazonas,"Hobbs, Smith and Green Rural",79,71,0.095,Económica,2.0,4.03
2023,Casanare,Mckenzie Inc Rural,230,221,0.038,Otro,2.5,4.22
2020,Guaviare,"Compton, Anderson and Hunt Rural",282,244,0.134,Migración,2.3,0.13
2021,Casanare,"Horton, Ingram and Gardner Rural",114,107,0.059,Trabajo infantil,1.8,2.19
2024,Casanare,"Williams, Green and Hart Rural",200,176,0.117,Trabajo infantil,2.1,1.51
2020,Cauca,"Scott, Cowan and Kirby Rural",212,175,0.173,Otro,2.2,5.94
2022,La Guajira,"Calhoun, King and Mejia Rural",118,98,0.169,Migración,2.4,6.64
2023,Chocó,"Perez, Martinez and Cook Rural",51,45,0.116,Migración,2.2,4.71
2020,Cauca,Nunez LLC Rural,67,64,0.044,Acceso,1.8,1.51
2022,Casanare,Ramirez PLC Rural,93,83,0.098,Migración,1.6,2.72
2021,Nariño,Martinez-Anderson Rural,174,153,0.117,Migración,1.8,1.7
2020,Meta,Johnson Group Rural,195,150,0.226,Migración,1.3,0.03
